comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type,timing_caveat
cmp-hb14-crooms-hardy-development,race-a4cb4c786c15bc1f06d5,2026-06-23,development,shared_position,Both state that development should not outpace public infrastructure and services.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Imara Crooms,ex-hb14-crooms-development,no development occurs without adequate public facilities to support it,https://pgproudmag.com/2026/04/23/candidate-qa-8-questions-with-imara-crooms,,paragraph 26,305a2e2c3cac62fa4b5ce6db880f7deea528e7b547275aa9486680059b068e13,pre_primary_time_unverified,Sherman Hardy,ex-hb14-hardy-development,"development does not outpace roads, schools, and services",https://pgproudmag.com/2026/04/17/candidate-qa-8-questions-with-sherman-hardy,,paragraph 26,0121549458e3b2c75cd5054f5b657110cbd7db2ad3cd08f08f5c490d73845679,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hb14-crooms-brown-development,race-a4cb4c786c15bc1f06d5,2026-06-23,development,different_strategy,Crooms conditions development on adequate facilities; Davis Brown emphasizes redirecting growth toward Metro stations and away from sprawl. No opposition to infrastructure alignment is inferred.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Imara Crooms,ex-hb14-crooms-development,no development occurs without adequate public facilities to support it,https://pgproudmag.com/2026/04/23/candidate-qa-8-questions-with-imara-crooms,,paragraph 26,305a2e2c3cac62fa4b5ce6db880f7deea528e7b547275aa9486680059b068e13,pre_primary_time_unverified,Tamara Davis Brown,ex-hb14-brown-development,refocus its development upward near our Metro 15 stations,https://pgproudmag.com/2026/05/05/candidate-qa-8-questions-with-tamara-davis-brown,,paragraph 33,884faacda81509d62bd169d2878bfe028d1df35ddee13593fdf77f7a00903906,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire | questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hb15-universal-healthcare,race-ac20ab59155880ab9c39,2026-05-19,healthcare,shared_position,"Both support the goal of universal access to health care. Fireside states statewide universal health care; Rodley states that everyone should have affordable access and frames health care as core infrastructure. The excerpts do not establish common financing, benefit design, or implementation.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Ky Fireside,ex-hb15-fireside-healthcare,Oregon can and will have universal healthcare.,https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-7/,,paragraph 72,f52e06eb87cfa8f0dfc736610533e2fd4ac5a4d65ce60bb4be274f2be59f1bb4,pre_primary_time_unverified,Kori Rodley,ex-hb15-rodley-healthcare,everyone should have access to affordable health care,https://eugeneweekly.com/2026/03/26/prioritizing-people/,2026-03-26,paragraph 70,8fe9372b748ea0075cc6ec865406f0600638ba75319e052fd396909623c9be4a,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,attributable_interview,At least one authentic source has an unverified pre-primary publication/version.
cmp-hb16-housing,race-c0281c2f7e9fa4145d2d,2026-06-23,housing,different_strategy,Both address housing affordability through different mechanisms: Honeywell proposes county incentives for municipalities to adopt Good Cause Eviction or similar tenant protections; Ryan emphasizes developer incentives and project financing. Neither excerpt establishes opposition to the other mechanism.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Tammy M. Honeywell,ex-hb16-honeywell-housing,offering towns extra funding to opt-in to bills like Good Cause Eviction,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-tammy-honeywell,,paragraph 57,23c694f99e326a3405c707973c971096f2bdbdc97d403f4b29aedc6fe4dfc41a,pre_primary_time_unverified,Chad Ryan,ex-hb16-ryan-housing,increasing what developers can access through the O-CHIP program,https://centralcurrent.org/2026-primary-election-qa-onondaga-county-legislature-8th-district-candidate-chad-ryan,,paragraph 54,154388f028c6696d58a8594b5a0124bd6477d925b5c119e50490e6f592ed8570,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,questionnaire,,questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hb17-development,race-e380dcac34b2bd829dd4,2026-08-04,development,different_emphasis,Rondel emphasizes flexible zoning and neighborhood-scale housing options; McLean emphasizes infill development to expand the tax base. The excerpts do not establish opposing zoning positions.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Amy Rondel,ex-hb17-rondel-housing,"zoning and planning policies that allow small, neighborhood-scale businesses, more flexible housing options",https://amyrondel.com/,,paragraph 22,134836b58655e957d21de359aebecc11307f41672707ca2a9884f831206e0cac,pre_primary_time_unverified,Patrick A. McLean,ex-hb17-mclean-development,"We have a number of lots that are open. So, Water Street is not the only place where we can increase the tax base.",https://www.wemu.org/wemu-news/2026-07-28/two-candidates-running-in-ypsilanti-2nd-ward-city-council-primary,,paragraph 213,651cc0e7db854bf97e7a99ae6c257261b08c7cd51041d3fad7c5e0d7e5ca4e6a,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_website,,candidate_interview,At least one authentic source has an unverified pre-primary publication/version.
cmp-hbr-or03-lee-barnett-climate,race-98a94ea45af952a751bc,2020-05-19,climate,different_strategy,"Lee supports the Green New Deal; Barnett proposes an energy-use tax and remote-work reduction plan. These are different retained climate strategies, not evidence that either opposes the other mechanism. Barnett’s evidence is qualified historical questionnaire context.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Albert Lee,ex-hb03-lee-gnd,"Under the Green New Deal, it can be done.",https://albertlee2020.com/reinvest-in-america-and-our-future,,paragraph 13,4e43af26fee562038b8fd32e197e31fdd7ea3360e109dc140a44f628e778e473,verified_archive_capture,Charles Rand Barnett,ex-hbr-or03-barnett-energy-tax,I’m proposing a 10% tax on non-commercial electricity and gasoline usage.,https://lwvpdx.org/wp-content/uploads/2020/04/2020-OR-English-FINAL.pdf,,paragraph 14,3f86f3a8a711ddf9b6ff25d0784c2db0e4881d6726f8b724e86da00e1110a8e7,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20190624064736id_/https://albertlee2020.com/reinvest-in-america-and-our-future/,2019-06-24,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_website,,historical_voter_guide_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-c-36-josie-karla,race-fd97e89a58d56d7d9494,2026-06-23,housing,different_strategy,"Both address housing affordability. Caballero combines added supply with renter cost relief, while Silvestre specifies missing-middle housing types near transit and activity centers; neither statement is treated as opposition to the other.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Josie Caballero,exc-hist-c-36-josie-new,"build more housing, provide assistance to cut costs, and relief for renters",https://josieformaryland.com/,,paragraph 31,684f61b64d20b1bed58d5c8e3e3d6c2b6c5236b49b1cf787af94757d4bcd2d28,pre_primary_time_unverified,Karla Silvestre,exc-hist-c-36-037,"support expanding housing options—including duplexes, triplexes, townhomes and small apartment buildings",https://www.montgomery4all.org/karla-silvestre-2026,,paragraph 90,aa4a0821cd43468c2489c77e51bbf26945185a5a5caf13d5de90b0c011de85d0,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_page,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-joldc-simotas-mamdani-single-payer,race-24aa59df50abd920bfce,2020-06-23,healthcare,shared_position,Both explicitly support single-payer and the New York Health Act. Mamdani’s retained page version was updated after the primary and remains timing-qualified.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Zohran Kwame Mamdani,ex-joldc-mamdani2020-single-payer,support federal Medicare-for-All legislation and the enactment of nationwide single-payer,https://jimowles.org/news/candidate-answers-to-joldc-zohran-mamdani-for-ny-assembly-district-36,2020-01-14,paragraph 76,bd0f6048277df9bae19b199c152cbe03e7b9785c1e62f84b90cfa6d5e034ef11,pre_primary_time_unverified,Aravella Simotas,ex-joldc-simotas-single-payer,supporter of the New York Health Act to establish a single-payer universal health care system,https://jimowles.org/news/candidate-answers-to-joldc-aravella-simotas-for-ny-assembly-district-36,2020-01-14,paragraph 69,fd975e67b1d2181bfa3fa47d4cba027de578f55ab5e9fe04798b0f9b844db97a,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-e-001,race-472337bed396b2b11f58,2020-01-21,tax_budget,different_emphasis,"Neculescu proposes progressive state income taxation and closing loopholes; Intermill proposes restoring lost municipal aid to support housing solutions. These are distinct, potentially complementary fiscal priorities, not opposing positions.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Sonia Neculescu,ex-hist-e-34-0017,adding a fifth tier to the income tax structure,https://wedgelive.com/sonia-neculescu-mn-house-60a,,paragraph 16,822a28404a5bd54ae359da0ae8cd5b0767bd51b3d1e8c11a2ee0a17bded29d2e,pre_primary_time_unverified,Jessica Intermill,ex-hist-e-34-0013,a clawback of the decade-and-a-half of LGA revenue that Minneapolis lost,https://wedgelive.com/jessica-intermill-mn-house-60a,,paragraph 22,7a0b822324717df3cf70e4451947c3893f32ee3003c0060bbbe1af8e73eaa155,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,questionnaire,,candidate_questionnaire | questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-e-002,race-55403cc726be644d5b3b,2020-06-23,education,shared_position,Both support funding CUNY and SUNY. Mitaynes explicitly connects full funding to free public college for all residents; Walsh also discusses K12 fiscal equity. The shared funding commitment does not establish identical tuition or eligibility rules.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Marcela Mitaynes,ex-hist-e-50-0036,fully funding CUNY and SUNY,https://jimowles.org/news/candidate-answers-to-joldc-marcela-mitaynes-for-ny-assembly-district-51,,paragraph 71,e1363979ab8209dabc359359cebfbd87c7715eaa751f222a9e3246ad6847fa7e,pre_primary_time_unverified,Katherine P. Walsh,ex-hist-e-50-0034,"adequately fund our public colleges and universities, CUNY and SUNY",https://jimowles.org/news/candidate-answers-to-joldc-katherine-walsh-for-ny-assembly-district-51,,paragraph 80,231a4f9ae4a75612724b544a51e118db4428992b425c76481fadd7942e54ad7e,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire | questionnaire,At least one authentic source has an unverified pre-primary publication/version.
parent-e-60a-fare-free-transit,race-472337bed396b2b11f58,2020-01-21,transportation,shared_position,Neculescu and Shaie both support fare-free public transportation. Their statements do not establish identical funding mechanisms or service plans.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Sonia Neculescu,ex-hist-e-34-0018,free public transit,https://wedgelive.com/sonia-neculescu-mn-house-60a,,paragraph 19,822a28404a5bd54ae359da0ae8cd5b0767bd51b3d1e8c11a2ee0a17bded29d2e,pre_primary_time_unverified,Saciido Shaie,ex-hist-e-34-0016,free access to public transportation,https://wedgelive.com/saciido-shaie-mn-house-60a,,paragraph 22,0ccf8045e79f59c13c84a3f7a2a0c870bb65bbcdddef9604b67684f93c887bfb,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,questionnaire,,questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hf-d38-aviles-painter-housing,race-1222367a071612c7736a,2021-06-22,housing,shared_position,"Both support expanding affordable housing and strengthening public housing. Aviles specifies renter and small-homeowner recovery, protecting public housing, and affordable construction; Painter specifies fully funding and repairing NYCHA housing and creating 100% affordable housing. The shared claim is grounded in these full-answer mechanisms, not only housing-right framing.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Alexa Aviles,ex-hf-race-1222367a071612c7736a-alexa-aviles-housing,"protect public housing, and expand building affordable housing for working class families.",https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38,,paragraph 32,f91ff059b7e88daa843db39a316f774831a8f264ffb7b8afe3fa451e35f35e36,pre_primary_time_unverified,Jacqui Painter,ex-hf-race-1222367a071612c7736a-jacqui-painter-housing,create 100% affordable housing for all.,https://www.brooklynpaper.com/2021-elections-38th-district-candidates,,paragraph 149,e8a6b35e228049a6f099183eaea1df7874a49f222a980c6a6458026526514862,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hf-d38-aviles-camarena-housing,race-1222367a071612c7736a,2021-06-22,housing,shared_position,"Both support expanding affordable housing and strengthening NYCHA. Aviles specifies renter recovery, public-housing protection, and affordable construction; Camarena specifies full NYCHA funding plus permanently affordable, supportive, and cooperative housing. The overlap is concrete public/affordable-housing investment, with different additional mechanisms.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Alexa Aviles,ex-hf-race-1222367a071612c7736a-alexa-aviles-housing,"protect public housing, and expand building affordable housing for working class families.",https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38,,paragraph 32,f91ff059b7e88daa843db39a316f774831a8f264ffb7b8afe3fa451e35f35e36,pre_primary_time_unverified,Rodrigo G. Camarena,ex-hf-race-1222367a071612c7736a-rodrigo-g-camarena-housing,"Fully-fund NYCHA, invest in affordable and cooperative housing",https://jimowles.org/news/candidate-answers-to-joldc-rodrigo-camarena-for-city-council-district-38,,paragraph 100,1858a7acc0e161a754e879e2d2c1440a340248db292fe6e9dc019dcb0274eab1,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hf-md43a-endow-elizabeth-embry-highway,race-431f8b55628db7cfe4be,2022-07-19,transportation,shared_position,"Endow and Elizabeth Embry both oppose additional highway widening. Their answers share the no-widening proposition; differences in surrounding climate, safety, review, or project-specific rationale are matters of emphasis, not opposition.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Logan Endow,ex-hf-race-431f8b55628db7cfe4be-logan-endow-highway,I am adamantly against widening highways and I fully support a moratorium on road/highway widening.,https://www.bikemore.net/ibiv2022-endow,,paragraph 95,0992a714b4ae3bc24e31caa47783412cad4c9c56f107b4fb76db71fe2cfa3569,pre_primary_time_unverified,Elizabeth Embry,ex-hf-race-431f8b55628db7cfe4be-elizabeth-embry-highway,I do not support highway widening and would support a moratorium on highway widening going forward.,https://www.bikemore.net/ibiv2022-embry,,paragraph 95,5f8396277a26fdd78eb079263d2903d962069840e306975034378eb1591bf9d0,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hf-md43a-endow-regina-t-boyce-highway,race-431f8b55628db7cfe4be,2022-07-19,transportation,different_scope,Endow supports a general widening moratorium; Boyce supports a halt for safety review and transit-alternative planning. The common pause should not be mistaken for identical long-term conditions.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Logan Endow,ex-hf-race-431f8b55628db7cfe4be-logan-endow-highway,I am adamantly against widening highways and I fully support a moratorium on road/highway widening.,https://www.bikemore.net/ibiv2022-endow,,paragraph 95,0992a714b4ae3bc24e31caa47783412cad4c9c56f107b4fb76db71fe2cfa3569,pre_primary_time_unverified,Regina T. Boyce,ex-hf-race-431f8b55628db7cfe4be-regina-t-boyce-highway,I would support halting all road and highway widening projects so that we can review and implement pedestrian and road safety,https://www.bikemore.net/ibiv2022-boyce,,paragraph 96,cca66d9c449ec076493aeede0e7a8b020a7d18234dc7dd9ea9d9e2fea8fecd0e,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hf-md43a-endow-reginald-benbow-highway,race-431f8b55628db7cfe4be,2022-07-19,transportation,different_scope,"Endow states a general widening moratorium. Benbow opposes specific expansions and new road construction while allowing replacement of an existing bridge span. Both oppose expansion in the retained answers, but their stated scope differs.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Logan Endow,ex-hf-race-431f8b55628db7cfe4be-logan-endow-highway,I am adamantly against widening highways and I fully support a moratorium on road/highway widening.,https://www.bikemore.net/ibiv2022-endow,,paragraph 95,0992a714b4ae3bc24e31caa47783412cad4c9c56f107b4fb76db71fe2cfa3569,pre_primary_time_unverified,Reginald Benbow,ex-hf-race-431f8b55628db7cfe4be-reginald-benbow-highway,"I oppose the expansion of the Capital Beltway, toll lanes on I-270, widening the American Legion Bridge",https://www.bikemore.net/ibiv2022-benbow1,,paragraph 96,49a21ac74be4f96e00bb6a84c00a0ec67dde3d57e4377815e3508fc99800e81c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ny14-18-declared-health-priority,race-e8ab7964ed1c0352d699,2018-06-26,healthcare,shared_position,Both explicitly list healthcare as their first issue. Ocasio-Cortez names expanded Medicare for All; Crowley's short priority item does not specify an insurance mechanism.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Alexandria Ocasio-Cortez,ny14-18-aoc-health-priority,Improved and Expanded Medicare-for-All,https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez,,paragraph 106,8b1767b2a2e9e6b801dcb1115bea6ddbf424fae8d91bee980ae08a52d1362c49,pre_primary_time_unverified,Joseph Crowley,ny14-18-crowley-health-priority,Health care,https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/joseph-crowley?languageType=English,,paragraph 106,88dd3de07d6518988dbd5b4a70ba92cc7ba36d2be68f158c98b88d38a5d49863,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_voter_guide,,official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
ny14-18-immigration-emphasis,race-e8ab7964ed1c0352d699,2018-06-26,immigration,different_emphasis,"Ocasio-Cortez explicitly calls for ICE abolition, while Crowley promises comprehensive immigration reform. The latter's unspecified agency policy is not coded as opposition to abolition.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Alexandria Ocasio-Cortez,ny14-18-aoc-ice,Abolish ICE,https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez,,paragraph 108,8b1767b2a2e9e6b801dcb1115bea6ddbf424fae8d91bee980ae08a52d1362c49,pre_primary_time_unverified,Joseph Crowley,ny14-18-crowley-immigration,pass comprehensive immigration reform,https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/joseph-crowley?languageType=English,,paragraph 126,88dd3de07d6518988dbd5b4a70ba92cc7ba36d2be68f158c98b88d38a5d49863,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_voter_guide,,official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
ny14-18-campaign-change-frame,race-e8ab7964ed1c0352d699,2018-06-26,campaign_approach,different_emphasis,Ocasio-Cortez criticizes Democrats settling for inadequate outcomes and emphasizes political courage; Crowley promises congressional action for working families. This compares their stated framing without inferring unspoken policy disagreement.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Alexandria Ocasio-Cortez,ny14-18-aoc-urgency,political courage,https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/alexandria-ocasio-cortez,,paragraph 128,8b1767b2a2e9e6b801dcb1115bea6ddbf424fae8d91bee980ae08a52d1362c49,pre_primary_time_unverified,Joseph Crowley,ny14-18-crowley-congress-frame,Congress fights for hard-working Americans,https://www.nyccfb.info/nyc-votes/vgwelcome/congressional-primary-2018/meet-the-candidates/congressional-district-14-democratic/joseph-crowley?languageType=English,,paragraph 126,88dd3de07d6518988dbd5b4a70ba92cc7ba36d2be68f158c98b88d38a5d49863,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_voter_guide,,official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
md20-wilkes-urbina-mfa,race-9ca784db2d625d8783bf,2020-06-02,healthcare,shared_position,Both explicitly support Medicare for All. Wilkes supplies transition and benefit details; the shared proposal does not establish identical implementation.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Mckayla Wilkes,md20-wilkes-mfa,pass Bernie Sanders’ Medicare for All Act,https://washingtonsocialist.mdcdsa.org/ws-articles/19-11-mckayla-statement,,paragraph 25,779eb35356ce807a0446ac3e3f9838b6cdda7d7297b092949e542fe5db7c5e3e,verified_publication_month_bound,Briana Urbina,exc-hist-c-09-009,Medicare for All,https://web.archive.org/web/20201123044732id_/https://ballotpedia.org/Briana_Urbina,,paragraph 121,931eac0172afd508080e2e5da3237917f9cb876706b717a3638c33d15496a988,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,https://web.archive.org/web/20201123044732id_/https://ballotpedia.org/Briana_Urbina,2020-11-23,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,2019-11,candidate_statement,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-ventura-foster-healthcare,race-58bd65d4bf27835baac1,2020-03-17,healthcare,different_strategy,"Ventura proposes Medicare for All; Foster proposes an ACA-based public option and other coverage expansions. Both seek broader access, and Foster's retained answer is not treated as a blanket rejection of every single-payer plan.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Rachel Ventura,il20-ventura-mfa,I support improving and expanding Medicare for All,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/rachel-ventura,,paragraph 84,c69bb8005d549db52ebd46dd93dbfe09867bb36cd962adc6d700c44266c9913e,pre_primary_time_unverified,Bill Foster,il20-foster-option,introduce a robust public option,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/bill-foster,,paragraph 107,1fd7a83327f0cf28e2a42c96c3ebfae6e2dc84291881518618e35296175b7609,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_statement,,candidate_statement,At least one authentic source has an unverified pre-primary publication/version.
ny18-nixon-cuomo-campaign-frame,race-46de282bd5aa28481623,2018-09-13,campaign_approach,different_emphasis,"Nixon emphasizes inequality and a government for the many; Cuomo emphasizes proven delivery and continuing progressive achievements. These are competing campaign narratives, not an independent assessment of either record.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Cynthia E. Nixon,ny18-nixon-frame,"a New York for the many, not just the few",https://www.nyccfb.info/nyc-votes/vgwelcome/state-primary-2018/meet-candidates/democratic/governor/cynthia-e-nixon,,paragraph 122,9c6d00b2f7ae979d0e79bbc794a37963f4ebc9fde0f5c5baa847d99d21218892,pre_primary_time_unverified,Andrew M. Cuomo,ny18-cuomo-frame,make progressive ideas a reality,https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,,paragraph 44,dd973137f030a22ad972e315a0b9252d7aded712c7e1ed42e9b5426e5ec841f6,verified_archive_capture,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,2018-08-24,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_voter_guide,,archived_campaign_homepage,At least one authentic source has an unverified pre-primary publication/version.
ny18-williams-hochul-reproductive-access,race-113c05b3c91fa4d614bf,2018-09-13,reproductive_rights,shared_position,Both affirm reproductive-health access. Williams specifies codifying Roe in state law; Hochul emphasizes protecting access and the administration's record. The overlap does not establish identical legislative commitments.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Jumaane Williams,ny18-williams-abortion-access,access to safe and legal abortions,https://web.archive.org/web/20180828071143/https://jumaanewilliams.com/issues/,,paragraph 32,98e8c6e4f03528b8e4daf9fba92d3325ac5cc6c6c6c854f38c9ddd8bf7b10f27,verified_archive_capture,Kathy C. Hochul,ny18-hochul-reproductive-care,safeguarding a women’s reproductive health,https://www.nyccfb.info/nyc-votes/vgwelcome/state-primary-2018/meet-candidates/democratic/lieutenant-governor/kathy-c-hochul,,paragraph 118,4194046c78c6dfbce9901e571a2c387e43b0df4d7e7513277601f844bc234f55,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20180828071143/https://jumaanewilliams.com/issues/,2018-08-28,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_campaign_platform,,official_voter_guide,At least one authentic source has an unverified pre-primary publication/version.
