race_id,election_date,state_code,jurisdiction,candidate_name,opponent_name,source_comparison_id,source_review_race_id,topic,relationship,analysis,candidate_source_url,opponent_source_url,evidence_scope,new_independent_evidence,candidate_activity_at_primary
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Elizabeth Warren,hp20-sanders-warren-housing,us-president-dem-primary-2020-nh,housing,different_emphasis,"The selected Sanders passage names national rent regulation; Warren's passage names housing investment. Both full sources address affordability and investment, so these are nonexclusive emphases, not evidence of opposed housing agendas.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190912194647id_/https://elizabethwarren.com/plans,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Pete Buttigieg,hp20-sanders-buttigieg-college,us-president-dem-primary-2020-nh,education,different_emphasis,Sanders states a universal tuition/debt-free public-college guarantee; Buttigieg's paragraph specifies free tuition for lower- and middle-income families with aid measures. The excerpt does not establish all higher-income rules or opposition to a universal plan.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190516210435id_/https://peteforamerica.com/issues/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Pete Buttigieg,hp20-sanders-buttigieg-climate,us-president-dem-primary-2020-nh,climate_energy,different_emphasis,Sanders' selected passage states the renewable-energy goal; Buttigieg's passage names a carbon tax-and-dividend among Green New Deal tools. A goal and a tool can coexist and are not coded as disagreement.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190516210435id_/https://peteforamerica.com/issues/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,John Delaney,hp20-sanders-delaney-climate,us-president-dem-primary-2020-nh,climate_energy,different_emphasis,Sanders' selected passage emphasizes a renewable-energy endpoint while Delaney names carbon taxation. These observations do not establish that either opposes the other's instrument.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190216203734id_/https://www.johndelaney.com/issues/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Andrew Yang,hpf20-sanders-yang-health,us-president-dem-primary-2020-nh,healthcare,different_strategy,Sanders proposes a national single-payer program free at point of service. Yang's current policy discussion supports Medicare for All's spirit while rejecting rapid elimination of private coverage and prioritizing cost and delivery reform. A shared page title or older embedded quote is not an identical insurance design.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200201000000id_/https://www.yang2020.com/policies/medicare-for-all/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Andrew Yang,hpf20-sanders-yang-income,us-president-dem-primary-2020-nh,economic_security,different_mechanism,"Sanders specifies a stable living-wage employment guarantee; Yang specifies a monthly cash income independent of work. These are distinct income-security mechanisms, but these excerpts do not prove either rejects all versions of the other's tool.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200201000000id_/https://www.yang2020.com/policies/the-freedom-dividend/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Andrew Yang,hpf20-sanders-yang-frame,us-president-dem-primary-2020-nh,campaign_approach,different_emphasis,Sanders foregrounds building a justice-oriented movement; Yang frames an economic-system upgrade around human wellbeing and markets serving common values. Endorsement is not used to impute an unquoted theory of ownership.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200201000000id_/https://www.yang2020.com/policies/human-capitalism/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Marianne Williamson,hpf20-sanders-williamson-health,us-president-dem-primary-2020-nh,healthcare,different_strategy,Sanders proposes national single-payer insurance. Williamson's dedicated healthcare page explicitly offers Medicare on ACA exchanges with private choice and anticipated migration toward Medicare. General Medicare-for-all wording elsewhere does not erase that specific route.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200101000000id_/https://www.marianne2020.com/issues/healthcare,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Marianne Williamson,hpf20-sanders-williamson-debt,us-president-dem-primary-2020-nh,education,shared_position,Both explicitly support canceling all existing college/student-loan debt. Their other education policies and financing details remain separate.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200101000000id_/https://www.marianne2020.com/issues/the-economy,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Marianne Williamson,hpf20-sanders-williamson-college,us-president-dem-primary-2020-nh,education,different_emphasis,Both advocate tuition-free public higher education. Sanders explicitly adds a universal debt-free guarantee and non-tuition supports; Williamson's selected line specifies free public tuition while other text foregrounds those unable to afford it. The source does not settle every eligibility or living-cost detail.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200101000000id_/https://www.marianne2020.com/issues/the-economy,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Marianne Williamson,hpf20-sanders-williamson-income,us-president-dem-primary-2020-nh,economic_security,different_mechanism,"Sanders specifies an employment guarantee; Williamson specifies a cash basic income in addition to service and education proposals. Her page's all-adults versus18-65 wording remains unresolved, and neither excerpt proves blanket opposition to the other's mechanism.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200101000000id_/https://www.marianne2020.com/issues/the-economy,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Marianne Williamson,hpf20-sanders-williamson-wealth,us-president-dem-primary-2020-nh,tax_budget,different_scope,"Both propose taxing high net worth, but Sanders' quoted threshold begins above$32million while Williamson's embedded response starts above$50million and specifies two rates. This comparison does not invent the rest of Sanders' rate schedule or claim a measured revenue effect.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200101000000id_/https://www.marianne2020.com/issues/the-economy,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-707589896734489b0382,2020-03-10,MI,Michigan,Bernie Sanders,Marianne Williamson,hpf20-sanders-williamson-frame,us-president-dem-primary-2020-nh,campaign_approach,different_emphasis,"Both mobilize citizens around change. Sanders foregrounds a movement for economic, racial, social and environmental justice; Williamson foregrounds moral and civic renewal and a contrast between love and fear.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190607121027id_/https://www.marianne2020.com/issues,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Joseph R. Biden,hp20-sanders-biden-health,us-president-dem-primary-2020-nh,healthcare,different_strategy,"Sanders proposes a national single-payer program, while Biden proposes an optional public insurance plan building on the ACA and retaining private coverage. These are different stated coverage approaches; the source records their own plans rather than imputing the DNC platform to either.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200201223302id_/https://joebiden.com/healthcare/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Elizabeth Warren,hp20-sanders-warren-health,us-president-dem-primary-2020-nh,healthcare,shared_position,Both platforms explicitly support Medicare for All. Sanders gives the national insurance design in this section; Warren names it among investments funded by economic reform. The shared named proposal does not establish identical financing or transition details.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190912194647id_/https://elizabethwarren.com/plans,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Tulsi Gabbard,hp20-sanders-gabbard-health,us-president-dem-primary-2020-nh,healthcare,different_emphasis,"Both use single-payer terminology. Gabbard expressly retains a private-insurance choice in the surrounding sentence; the short Sanders excerpt alone is not proof about every supplemental private-insurance arrangement, so no blanket contradiction is asserted.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20191121150006id_/https://www.tulsi2020.com/issues,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,John Delaney,hp20-sanders-delaney-health,us-president-dem-primary-2020-nh,healthcare,different_emphasis,"Sanders specifies single-payer financing, while Delaney's retained issue list commits to universal health care without giving that mechanism in the quoted line. Missing detail is not opposition.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190216203734id_/https://www.johndelaney.com/issues/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Elizabeth Warren,hp20-sanders-warren-housing,us-president-dem-primary-2020-nh,housing,different_emphasis,"The selected Sanders passage names national rent regulation; Warren's passage names housing investment. Both full sources address affordability and investment, so these are nonexclusive emphases, not evidence of opposed housing agendas.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190912194647id_/https://elizabethwarren.com/plans,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,John Delaney,hp20-sanders-delaney-climate,us-president-dem-primary-2020-nh,climate_energy,different_emphasis,Sanders' selected passage emphasizes a renewable-energy endpoint while Delaney names carbon taxation. These observations do not establish that either opposes the other's instrument.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20190216203734id_/https://www.johndelaney.com/issues/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Andrew Yang,hpf20-sanders-yang-health,us-president-dem-primary-2020-nh,healthcare,different_strategy,Sanders proposes a national single-payer program free at point of service. Yang's current policy discussion supports Medicare for All's spirit while rejecting rapid elimination of private coverage and prioritizing cost and delivery reform. A shared page title or older embedded quote is not an identical insurance design.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200201000000id_/https://www.yang2020.com/policies/medicare-for-all/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Andrew Yang,hpf20-sanders-yang-income,us-president-dem-primary-2020-nh,economic_security,different_mechanism,"Sanders specifies a stable living-wage employment guarantee; Yang specifies a monthly cash income independent of work. These are distinct income-security mechanisms, but these excerpts do not prove either rejects all versions of the other's tool.",https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200201000000id_/https://www.yang2020.com/policies/the-freedom-dividend/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Andrew Yang,hpf20-sanders-yang-frame,us-president-dem-primary-2020-nh,campaign_approach,different_emphasis,Sanders foregrounds building a justice-oriented movement; Yang frames an economic-system upgrade around human wellbeing and markets serving common values. Endorsement is not used to impute an unquoted theory of ownership.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20200201000000id_/https://www.yang2020.com/policies/human-capitalism/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Deval Patrick,hpf20-sanders-patrick-health,us-president-dem-primary-2020-nh,healthcare,different_emphasis,Sanders specifies a single-payer mechanism; Patrick's vision page affirms universal quality and low-cost access without defining insurance financing. Missing detail is not a rejection of single payer.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20191206035149id_/https://devalpatrick2020.com/vision/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
race-980dc8b6fade3efe9c74,2020-03-03,CO,Colorado,Bernie Sanders,Deval Patrick,hpf20-sanders-patrick-college,us-president-dem-primary-2020-nh,education,different_emphasis,Sanders specifies a tuition/debt-free guarantee; Patrick foregrounds investment from pre-K through community college and workforce training. The broader investment language does not establish opposition to tuition-free college.,https://web.archive.org/web/20200105220028id_/https://berniesanders.com/issues/,https://web.archive.org/web/20191206035149id_/https://devalpatrick2020.com/vision/,same_cycle_national_platforms_not_state_specific_campaigning,false,withdrawal_or_active_campaign_status_not_inferred
