sticking_point_id,race_id,topic,subtopic,candidate_a,candidate_b,contrast_type,relationship_code,candidate_a_quote,candidate_b_quote,candidate_a_source,candidate_b_source
a39e8820d8111985856d86eb,race-43e72676de9c6085ee97,healthcare,public_health,Jody Shadduck-McNally,Myles G. Baker,explicit_conflict,explicit_disagreement,"From day one, I’ll be focused on recovery & resiliency for ALL of Larimer County in the midst of the COVID-19 pandemic and subsequent economic crisis, including small businesses, families, and services.",,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3/,
d628bae4432ee6b868a76903,race-43e72676de9c6085ee97,climate_energy,emissions,Jody Shadduck-McNally,Myles G. Baker,explicit_conflict,explicit_disagreement,"Clean Air & Clean Water, Environmental Stewardship- our natural resources are a valuable economic asset – bringing in millions of dollars a year through tourism. As our population grows, we’re going to need careful planning so that future generations can continue to enjoy our beautiful vistas, trails, and parks.",,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3/,
acd5b0453fc35f00fd480fbe,race-43e72676de9c6085ee97,housing,public_housing,Jody Shadduck-McNally,Myles G. Baker,explicit_conflict,explicit_disagreement,Affordable & Attainable Housing- More and more individuals and families are struggling to pay for housing. This isn’t just a moral issue – it’s an economic issue as well.,,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3/,
cbb31132faff3d4b8e01299d,race-43e72676de9c6085ee97,housing,zoning,Jody Shadduck-McNally,Myles G. Baker,explicit_conflict,explicit_disagreement,Now is the time to plan for smart growth while deciding together where we want to be as a county in 50 years. This will require collaborative and creative leadership in order to guide development while preserving and protecting our quality of life.,,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3/,
db36eb7dc5a4d453c828860e,race-43e72676de9c6085ee97,climate_energy,transit,Jody Shadduck-McNally,Myles G. Baker,explicit_conflict,explicit_disagreement,"As the population of Larimer County continues to expand, and transportation needs diversify, it is clear that we can’t just pave our way out of congestion and accidents.",,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-jody-shadduck-mcnally-democrat-larimer-county-commissioner-district-3/,
d92d4235f8c94a8c640b7144,race-43e72676de9c6085ee97,tax_budget,public_spending,Myles G. Baker,Jody Shadduck-McNally,explicit_conflict,explicit_disagreement,I believe in fiscal responsibility and not spending more than you have.,,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3/,
f4cb103c525727bf0be77efb,race-43e72676de9c6085ee97,public_safety,police_reform,Myles G. Baker,Jody Shadduck-McNally,explicit_conflict,explicit_disagreement,"However, we must be able to pivot and the two most imminent issues are Covid-19 and police reform / use of force.",,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3/,
c0a8e2c16338d3ff881abf87,race-43e72676de9c6085ee97,housing,public_housing,Myles G. Baker,Jody Shadduck-McNally,explicit_conflict,explicit_disagreement,My proposal is to take 1% ($1.4m) of the property taxes the county keeps and create a grant fund. This fund would be available to municipalities to apply for to get reimbursed on development fees they waive for affordable housing developments.,,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3/,
4ac870d85472c97a20fa3184,race-43e72676de9c6085ee97,climate_energy,transit,Myles G. Baker,Jody Shadduck-McNally,explicit_conflict,explicit_disagreement,"I would like the county to create partnerships with other cities to expand the reach of buses. For the most part, they currently operate in silos. I think the county can assist with the capital purchases and let cities partner on the cost of operations.",,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3/,
bed6d4b7acf926b682bd5e33,race-43e72676de9c6085ee97,political_strategy,governing,Myles G. Baker,Jody Shadduck-McNally,explicit_conflict,explicit_disagreement,"The county should convene a “water summit” with all stakeholders including cities, water providers, environmentalists, agriculture, developers, and ditch companies. There are many varying interests and we can only solve this by working collectively.",,https://berthoudsurveyor.com/larimer-county-commissioner-candidate-profile-myles-baker-democrat-larimer-county-commissioner-district-3/,
f52948ce757c0bbcd54b424b,race-1018572bbe0d5cb327c4,public_safety,police_reform,Malik D Evans,Mary Lupien,explicit_conflict,explicit_disagreement,I want to send the message that I want to get to functional zero gun violence. That is my goal.,,https://www.wxxinews.org/local-news/2025-01-24/in-the-race-for-rochester-mayor-a-political-unknown-is-promising-change,
79c021ca57aa5cc26048eb6c,race-1018572bbe0d5cb327c4,tax_budget,public_spending,Mary Lupien,Malik D Evans,explicit_conflict,explicit_disagreement,Why would a project like Aqueduct Reimagined be better for our city than giving direct resources to our families?,,https://www.wxxinews.org/local-news/2025-01-14/city-councilmember-mary-lupien-running-for-mayor,
077c1e8e85b5a38ef6bffae0,race-1018572bbe0d5cb327c4,public_safety,police_reform,Shashi Ranjan Sinha,Mary Lupien,explicit_conflict,explicit_disagreement,"I'm going to move all of these minor issues where cops are spending a lot of time on, like traffic stops and minor issues going to different things.",,https://www.wxxinews.org/local-news/2025-01-24/in-the-race-for-rochester-mayor-a-political-unknown-is-promising-change,
d13db1c82dab29cb3cb949f0,race-ab159e431662d849f3f8,tax_budget,public_spending,"Michael G. ""Mike"" Strain",Marguerite Green,explicit_conflict,explicit_disagreement,"Since I took over the Department, we have paid off all debt. We have eliminated vehicles, including 12 planes, reducing annual fuel costs by nearly 70%.",,https://www.bayoubrief.com/2019/08/21/cultivating-campaigns-for-agriculture-commissioner/,
090f0e9547214df27bd76e42,race-3473e276467be8490f7a,tax_budget,public_spending,Michael G. “Mike” Strain,Marguerite Green,explicit_conflict,explicit_disagreement,"Since I took over the Department, we have paid off all debt. We have eliminated vehicles, including 12 planes, reducing annual fuel costs by nearly 70%.",,https://www.bayoubrief.com/2019/08/21/cultivating-campaigns-for-agriculture-commissioner/,
528e8dfa07a72a9caa9dfd21,race-ab159e431662d849f3f8,economic_ownership,regulation,"Michael G. ""Mike"" Strain",Marguerite Green,explicit_conflict,explicit_disagreement,"My opponents misplace their criticism. The delays have been due to restrictions the Legislature has set in place, as safety mechanisms.",,https://www.bayoubrief.com/2019/08/21/cultivating-campaigns-for-agriculture-commissioner/,
870c2c01393d64469ea077cb,race-3473e276467be8490f7a,economic_ownership,regulation,Michael G. “Mike” Strain,Marguerite Green,explicit_conflict,explicit_disagreement,"My opponents misplace their criticism. The delays have been due to restrictions the Legislature has set in place, as safety mechanisms.",,https://www.bayoubrief.com/2019/08/21/cultivating-campaigns-for-agriculture-commissioner/,
87170e3464b2ca96082159c0,race-ab159e431662d849f3f8,climate_energy,emissions,"Michael G. ""Mike"" Strain",Marguerite Green,explicit_conflict,explicit_disagreement,"We’re having to take a look at new crops, and consider planting different orchards than we were ever able to do before.",,https://www.bayoubrief.com/2019/08/21/cultivating-campaigns-for-agriculture-commissioner/,
3e9c1f738e371ddc73bd032c,race-3473e276467be8490f7a,climate_energy,emissions,Michael G. “Mike” Strain,Marguerite Green,explicit_conflict,explicit_disagreement,"We’re having to take a look at new crops, and consider planting different orchards than we were ever able to do before.",,https://www.bayoubrief.com/2019/08/21/cultivating-campaigns-for-agriculture-commissioner/,
7dd5b9c3f35ab5653518b449,race-b2f56d1987a501b29012,healthcare,coverage_expansion,Michael R. Bloomberg,Bernie Sanders,explicit_conflict,explicit_disagreement,I was in favor of it. I thought it didn’t go as far as we should. What Trump has done to this is a disgrace.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
07e82a7850cbaf9b6f1fe716,race-b2f56d1987a501b29012,climate_energy,emissions,Michael R. Bloomberg,Bernie Sanders,explicit_conflict,explicit_disagreement,"If you’re president, the first thing you do the first day is you rejoin the Paris Agreement.",,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
de5470dbfc1f302fe3d859f6,race-b2f56d1987a501b29012,public_safety,police_reform,Michael R. Bloomberg,Bernie Sanders,explicit_conflict,explicit_disagreement,"When we discovered — I discovered that we were doing many, many, too many stop and frisks, we cut 95 percent of it out.",,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
2272e734fa942cd2ca8f9862,race-8bba9144ce654761bfce,climate_energy,emissions,Dana Levenberg,Vanessa Agudelo,explicit_conflict,explicit_disagreement,"Because the 95th is largely composed of river towns, combating climate change and promoting environmental resiliency must be a top priority for our next representative.",,https://highlandscurrent.org/2022/06/17/questions-for-candidates-state-assembly-democrats/,
c141ac54a41b20e2a0242071,race-849af2fd1b577481cd2b,climate_energy,emissions,Dana Levenberg,Vanessa Agudelo,explicit_conflict,explicit_disagreement,"Because the 95th is largely composed of river towns, combating climate change and promoting environmental resiliency must be a top priority for our next representative.",,https://highlandscurrent.org/2022/06/17/questions-for-candidates-state-assembly-democrats/,
4bd4fb6b308dc7572e747c52,race-b2f56d1987a501b29012,healthcare,single_payer,Amy Klobuchar,Bernie Sanders,explicit_conflict,explicit_disagreement,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
6fa7e4758e17589e18d17deb,race-5e5b97772655d92ca963,healthcare,single_payer,Amy Klobuchar,Bernie Sanders,explicit_conflict,explicit_disagreement,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
805b8063135dbdc58bb77f9c,race-ceb86db4c84836622c21,healthcare,public_health,Josie T McClary,Kelly Cheatle,explicit_conflict,explicit_disagreement,"Black women do get care, but [is] it good care? The same care, equitable care that their counterparts would get?",,https://www.rochesterfirst.com/news/local-news/local-birth-advocates-to-host-walkathon-for-black-maternal-health-week/,
171cf04ef1dc5c00d57d7c1b,race-ceb86db4c84836622c21,healthcare,public_health,Josie T McClary,Kelly Cheatle,explicit_conflict,explicit_disagreement,"Being pregnant can be very stressful, and I think it’s important to really maintain mental health during pregnancy and having a support system. Unfortunately, there’s many women that don’t have that support system.",,https://www.rochesterfirst.com/news/local-news/local-birth-advocates-to-host-walkathon-for-black-maternal-health-week/,
0f8f2493de66829d9db734e2,race-ceb86db4c84836622c21,public_safety,police_reform,Stanley Martin,Kelly Cheatle,explicit_conflict,explicit_disagreement,We’ve been really focused on police brutality and caring for people who have mental health crises.,,https://www.rochesterfirst.com/news/free-the-people-marks-5-years-of-activism-in-rochester-what-they-plan-to-do-next/,
3530fb8eb38bee4df09c93ba,race-ceb86db4c84836622c21,housing,tenant_rights,Stanley Martin,Kelly Cheatle,explicit_conflict,explicit_disagreement,We were very involved in the tenant union to pass good cause eviction and were very involved in the ceasefire resolution. Both of those are things we were really proud of.,,https://www.rochesterfirst.com/news/free-the-people-marks-5-years-of-activism-in-rochester-what-they-plan-to-do-next/,
724d22e99f9a7271065e4a21,race-ceb86db4c84836622c21,political_strategy,movement_building,Stanley Martin,Kelly Cheatle,explicit_conflict,explicit_disagreement,"When we organize and go out into communities, we represent many identities and I think that builds trust.",,https://www.rochesterfirst.com/news/free-the-people-marks-5-years-of-activism-in-rochester-what-they-plan-to-do-next/,
66704c4bfbc00a867f4507c7,race-ceb86db4c84836622c21,public_safety,police_reform,Stanley Martin,Kelly Cheatle,explicit_conflict,explicit_disagreement,"By the fall, we’re hoping to launch a community responder program. We received funding from the state and local partners to be able to see our vision through of removing police as default responders to people who are experiencing mental health crises.",,https://www.rochesterfirst.com/news/free-the-people-marks-5-years-of-activism-in-rochester-what-they-plan-to-do-next/,
80a8ce004760a7214158b610,race-ab159e431662d849f3f8,tax_budget,public_spending,Peter Williams,Marguerite Green,explicit_conflict,explicit_disagreement,"I wouldn’t have a problem with a tax incentive or tax increase. The problem comes with folks living in the cities that don’t have farming interest and maybe a smart incentive program just like you have offroad and onroad diesel, you could have designated gas stations for farmers.",,https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,
a62c5d76779e3db18a8179d1,race-3473e276467be8490f7a,tax_budget,public_spending,Peter Williams,Marguerite Green,explicit_conflict,explicit_disagreement,"I wouldn’t have a problem with a tax incentive or tax increase. The problem comes with folks living in the cities that don’t have farming interest and maybe a smart incentive program just like you have offroad and onroad diesel, you could have designated gas stations for farmers.",,https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,
7ebceaef993ad9d27bfb2c0f,race-ab159e431662d849f3f8,climate_energy,emissions,Peter Williams,Marguerite Green,explicit_conflict,explicit_disagreement,Of course it is manmade. We have inhabitants all over this earth dwelling in places we didn’t normally dwell. I’m a conservationist. I grow trees. I plant trees. The biggest balancing of climate is to plant a tree.,,https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,
b8c9ef34af80019e0f3d28eb,race-3473e276467be8490f7a,climate_energy,emissions,Peter Williams,Marguerite Green,explicit_conflict,explicit_disagreement,Of course it is manmade. We have inhabitants all over this earth dwelling in places we didn’t normally dwell. I’m a conservationist. I grow trees. I plant trees. The biggest balancing of climate is to plant a tree.,,https://www.pbs.org/video/ag-comm-forum-solar-panels-monroe-medical-foto-sisters-j1x6qa/,
468001b12dfff6ac556bea40,race-ceb86db4c84836622c21,immigration,border_policy,"Miguel A Melendez, Jr",Kelly Cheatle,explicit_conflict,explicit_disagreement,"This was never an issue. We’ve been a sanctuary city since 1986. We reaffirmed that in 2017 with an update to our policy. At the council meeting about a month ago, we once again stated that we are this sanctuary city.",,https://www.rochesterfirst.com/news/local-news/city-monroe-county-leaders-respond-to-dhs-list-on-sanctuary-policy/,
5c548fc0ba1a7809426287fb,race-ceb86db4c84836622c21,immigration,border_policy,"Miguel A Melendez, Jr",Kelly Cheatle,explicit_conflict,explicit_disagreement,I think this administration is unfortunately making an example of cities that are really trying to be inclusive and supportive of our community members.,,https://www.rochesterfirst.com/news/local-news/city-monroe-county-leaders-respond-to-dhs-list-on-sanctuary-policy/,
4ead390405ac711f5306ffd0,race-ceb86db4c84836622c21,political_strategy,governing,Ann C Lewis,Kelly Cheatle,explicit_conflict,explicit_disagreement,"We just need an advocate in the Monroe County’s Clerk’s office who’s not about climbing the ladder trying to get ahead, who’s about implementing, implementing the goals of our community, and our community is hurting. So, we need somebody who’s responsive to the needs of our community, and that’s the bottom line.",,https://www.rochesterfirst.com/news/your-local-election-hq/monroe-county-clerk-candidates-present-proposals-in-anticipation-of-election-day/,
1bc59819e93c4bd46f536e96,race-9c5f47278f523126e61b,healthcare,single_payer,Junaid Ahmed,Raja Krishnamoorthi,explicit_conflict,explicit_disagreement,"Create a Medicare for All, single-payer, national health insurance program to provide everyone in America with comprehensive health care coverage, free at the point of service.",,https://web.archive.org/web/20220112171848id_/https://www.junaidforcongress.com/issues/,
a094a29f1e9c9fa762a473e7,race-b1a420450d32f5e0bd93,healthcare,single_payer,Junaid Ahmed,Sanjyot Dunung,explicit_conflict,explicit_disagreement,"Create a Medicare for All, single-payer, national health insurance program to provide everyone in America with comprehensive health care coverage, free at the point of service.",,https://web.archive.org/web/20220112171848id_/https://www.junaidforcongress.com/issues/,
79da399c3feb1e51e4cb0073,race-58bd65d4bf27835baac1,climate_energy,emissions,Rachel Ventura,Bill Foster,explicit_conflict,explicit_disagreement,"It is just too much inaction on major issues like climate change, meaningful health care reform, wealth inequality and campaign finance reforms.",,https://web.archive.org/web/20190719154619id_/http://www.mysuburbanlife.com/2019/07/18/foster-draws-2020-primary-challenge-from-will-county-board-member/auem5j1/,
5eedc898b1961a5ee3e6c8ad,race-b1a420450d32f5e0bd93,civil_rights,reproductive_rights,Sanjyot Dunung,Junaid Ahmed,explicit_conflict,explicit_disagreement,"She is 100% pro-choice and believes every woman should have the freedom to make her own healthcare decisions, regardless of her income, race, workplace, or insurance method.",,https://web.archive.org/web/20250720194651id_/https://www.sanjyotforcongress.com/priorities/,
4743663491e7afba2e887f0f,race-9c5f47278f523126e61b,climate_energy,emissions,Raja Krishnamoorthi,Junaid Ahmed,explicit_conflict,explicit_disagreement,"I'm grateful to all our witnesses today for shining a light on the vital role that effective forest management plays not only in the conservation of our natural wonders, but also in combatting global climate change as part of a comprehensive approach that embraces clean energy and green technology.",,https://krishnamoorthi.house.gov/media/press-releases/congressman-krishnamoorthi-discusses-forest-management-climate-change-and,
f32386b9b5641e390ea2a848,race-c5cb5879430c2ad69f6b,climate_energy,emissions,Rachel Ventura,Eric Mattson,explicit_conflict,explicit_disagreement,"It is just too much inaction on major issues like climate change, meaningful health care reform, wealth inequality and campaign finance reforms.",,https://web.archive.org/web/20190719154619id_/http://www.mysuburbanlife.com/2019/07/18/foster-draws-2020-primary-challenge-from-will-county-board-member/auem5j1/,
6724872069183c4598d1c984,race-58bd65d4bf27835baac1,climate_energy,emissions,Bill Foster,Rachel Ventura,explicit_conflict,explicit_disagreement,Energy storage is one of the great frontiers in new technology that could transform our nation's energy sector as we move to more environmentally sustainable energy models.,,https://foster.house.gov/media/press-releases/foster-introduces-bipartisan-legislation-to-enhance-american-energy-storage,
c5fa8256f6dc1e7b05981350,race-c3b021b27cd1f9089be2,healthcare,single_payer,Amy Klobuchar,Bernie Sanders,explicit_conflict,explicit_disagreement,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
3dc68bb5ed690b1e9cdeaa49,race-aed8879df9fbc709db76,healthcare,single_payer,Amy Klobuchar,Bernie Sanders,explicit_conflict,explicit_disagreement,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
2b5c74773be0f5785e8bf34e,race-73071b15a1c4c8d1ee8f,healthcare,single_payer,Amy Klobuchar,Bernie Sanders,explicit_conflict,explicit_disagreement,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
6a2efdd2c73f08f21d9e71fb,race-c1bc1ffe72e97dc4e320,healthcare,single_payer,Amy Klobuchar,Bernie Sanders,explicit_conflict,explicit_disagreement,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
b37a05961ce24a1eb8d95277,race-707589896734489b0382,healthcare,single_payer,Amy Klobuchar,Bernie Sanders,explicit_conflict,explicit_disagreement,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,
3e18b0ecc4b52e9c6af47169,race-c3b021b27cd1f9089be2,economic_ownership,economic_planning,Andrew Yang,Bernie Sanders,explicit_conflict,explicit_disagreement,"If you’ve heard anything about me and my campaign, you’ve heard that someone is running for president who wants to give every American $1,000 a month.",,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,
3a9a0d45d0a48718c396f107,race-aed8879df9fbc709db76,economic_ownership,economic_planning,Andrew Yang,Bernie Sanders,explicit_conflict,explicit_disagreement,"If you’ve heard anything about me and my campaign, you’ve heard that someone is running for president who wants to give every American $1,000 a month.",,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,
5ffa4e67a3483a6605aebcda,race-73071b15a1c4c8d1ee8f,economic_ownership,economic_planning,Andrew Yang,Bernie Sanders,explicit_conflict,explicit_disagreement,"If you’ve heard anything about me and my campaign, you’ve heard that someone is running for president who wants to give every American $1,000 a month.",,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,
4ae1b54bf03cb66dfe3a06b8,race-980dc8b6fade3efe9c74,economic_ownership,economic_planning,Andrew Yang,Bernie Sanders,explicit_conflict,explicit_disagreement,"If you’ve heard anything about me and my campaign, you’ve heard that someone is running for president who wants to give every American $1,000 a month.",,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,
224c1dc2ca0390ba893e9c40,race-4ab4dfc62a70075bfc27,housing,public_housing,Tammy M. Honeywell,Chad Ryan,explicit_conflict,explicit_disagreement,"Safe and affordable housing, and living wage jobs need to be the priority.",,https://centralcurrent.org/2025-primary-election-qa-onondaga-legislature-8th-district-candidate-tammy-honeywell/,
de19c9d9a7324a89216edef5,race-4ab4dfc62a70075bfc27,labor,wages,Tammy M. Honeywell,Chad Ryan,explicit_conflict,explicit_disagreement,"I’ll demand that the project use union labor, pay living wages, and guarantee safe working conditions.",,https://centralcurrent.org/2025-primary-election-qa-onondaga-legislature-8th-district-candidate-tammy-honeywell/,
582056886581fd13f2243736,race-4ab4dfc62a70075bfc27,housing,public_housing,Tammy M. Honeywell,Chad Ryan,explicit_conflict,explicit_disagreement,"Homes could be revitalized to provide affordable housing for families in Onondaga County. Whether it be a program where people can own their own homes, social housing, or affordable rent, we need to have multiple options available to suit the needs of local residents.",,https://centralcurrent.org/2025-primary-election-qa-onondaga-legislature-8th-district-candidate-tammy-honeywell/,
2aa75d10d433d7f3c5e1f2ed,race-4ab4dfc62a70075bfc27,climate_energy,emissions,Tammy M. Honeywell,Chad Ryan,explicit_conflict,explicit_disagreement,"We need to have binding environmental standards-including strict limits on water use, carbon emissions and waste disposal.",,https://centralcurrent.org/2025-primary-election-qa-onondaga-legislature-8th-district-candidate-tammy-honeywell/,
affa3271d409c261b0563e84,race-4ab4dfc62a70075bfc27,housing,tenant_rights,Tammy M. Honeywell,Chad Ryan,explicit_conflict,explicit_disagreement,"I will also continue to advocate for the Syracuse Common Council to pass Good Cause Legislation, and be more tenant focused.",,https://centralcurrent.org/2025-primary-election-qa-onondaga-legislature-8th-district-candidate-tammy-honeywell/,
4e2c14220d51a783334437db,race-0650530eb5458097dae5,public_safety,police_reform,Shontel Brown,Nina Turner,explicit_conflict,explicit_disagreement,I am one that supports providing more resources and support for law enforcement.,,https://www.ideastream.org/government-politics/2021-07-30/q-a-shontel-brown-on-the-race-for-ohios-11th-congressional-district,
72de7b94335ec5746f4fe1be,race-0650530eb5458097dae5,public_safety,police_reform,Shontel Brown,Nina Turner,explicit_conflict,explicit_disagreement,"And as it relates to the investment to police officers, I think we certainly need to invest in training, racial implicit bias training and cultural competency training.",,https://www.ideastream.org/government-politics/2021-07-30/q-a-shontel-brown-on-the-race-for-ohios-11th-congressional-district,
1fcd4c23bc720d93ca33a0d5,race-0650530eb5458097dae5,healthcare,public_option,Shontel Brown,Nina Turner,explicit_conflict,explicit_disagreement,"With President Biden, I think we have a better, more immediate effect if we take the public option. That would get us closer to where we’d all like to be.",,https://www.ideastream.org/government-politics/2021-07-30/q-a-shontel-brown-on-the-race-for-ohios-11th-congressional-district,
ace37fb3f453b7efbf065a01,race-0650530eb5458097dae5,political_strategy,governing,Shontel Brown,Nina Turner,explicit_conflict,explicit_disagreement,"So, I believe a bipartisan approach is important for sustainability, right? We won’t always have the majority.",,https://www.ideastream.org/government-politics/2021-07-30/q-a-shontel-brown-on-the-race-for-ohios-11th-congressional-district,
a7765e71dbd0861c00ef1a9e,race-0650530eb5458097dae5,political_strategy,democratic_party,Shontel Brown,Nina Turner,explicit_conflict,explicit_disagreement,"You know what, it was simply a contrast. I said, my exact words [were], “that’s different than Nina Turner.” And that’s true. We are different.",,https://www.ideastream.org/government-politics/2021-07-30/q-a-shontel-brown-on-the-race-for-ohios-11th-congressional-district,
