bundle_id,race_id,election_date,candidate_name,role,question_id,topic,question,original_question,complete_answer,answer_sha256,question_locator,answer_locator,answer_paragraph_count,question_scope,pairing_basis,corpus_exclusion_reason,review_caveat,excluded_publisher_paragraphs,source_id,metadata_document_id,source_url,final_url,source_raw_path,source_sha256,publication_date,publication_month,source_updated_date,available_by_date,archive_capture_date,timing_status,source_notes,review_method,record_type
wi-governor-2026-schools,race-48b209f7fa641f4b280d,2026-08-11,Kelda Roys,opponent,vouchers,school_vouchers,"Wisconsin’s school voucher program was created in the 1990s in Milwaukee and expanded statewide in 2011. As the cost of the program has grown, the question we put to the candidates is whether it should expand, contract or stay the same.","Wisconsin’s school voucher program was created in the 1990s in Milwaukee and expanded statewide in 2011. As the cost of the program has grown, the question we put to the candidates is whether it should expand, contract or stay the same.","I would like to see the voucher system brought to a responsible close. We simply cannot and should not try to fund two different, separate school systems. Their taxpayer money needs to be accountable to taxpayers, and public dollars should fund the public school system.",92b07d76653613b2c6aeccecbb6cb41b8a6ece64013124a04517da17e097c445,paragraph 79,paragraphs 95-95,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-schools,70a66915d228bc625c97a231-answers-c0879d657652-b581a6b1b4d7,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,data/raw/policy_wisconsin_governor_2026/wi26-gov-schools/c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5.html,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,2026-01-30,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-priorities,race-48b209f7fa641f4b280d,2026-08-11,Francesca Hong,endorsed,priorities,first_governing_priorities,"For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","Red flag laws and background checks and safe storage. I think gun safety is a universal issue, and we have to meet — we have to ensure that we’re protecting our kids. Then public education and universal child care. I think when we put our kids first, working class families all win.",68f3dbc594a3655e636c5871413aa26f35e0611ab33f9cc4d4ee576a1009f490,paragraph 61,paragraphs 79-79,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-priorities,84bb2653c0744053829c1212-answers-dbff53b22655-a1252cc8ac5e,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,data/raw/policy_wisconsin_governor_2026/wi26-gov-priorities/dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614.html,dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614,2026-01-16,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-priorities,race-48b209f7fa641f4b280d,2026-08-11,Mandela Barnes,opponent,priorities,first_governing_priorities,"For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","The first priority is BadgerCare expansion. Right away, day one, special session if necessary. I refuse to sign a state budget that does not include BadgerCare expansion if we have not already gotten to that point. We’re one of nine states. We are one of nine states that has yet to expand our Medicaid program under the Affordable Care Act. It’s a travesty that that is not the case. Republicans and the Legislature have denied people the care that they deserve.",a989a783a2b7a442d2cafd46a9fefe688e8cf2d286146265a82c6f8e75c6f640,paragraph 61,paragraphs 73-73,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-priorities,fa6b626db0f57f53a5a7c37b-answers-dbff53b22655-b8b7827daff6,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,data/raw/policy_wisconsin_governor_2026/wi26-gov-priorities/dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614.html,dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614,2026-01-16,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-priorities,race-48b209f7fa641f4b280d,2026-08-11,Sara Rodriguez,opponent,priorities,first_governing_priorities,"For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","So the things that I want to make sure that I’m signing into law are things that are going to reduce costs for Wisconsinites, and that’s going to be health care costs primarily, but also looking at child care. We’ve got other states that we can look at for examples where they’ve been able to subsidize child care for folks. Treating that as infrastructure is going to be something that’s going to be a priority for me.",d05990e0a278ceb6cf4ed60bf72afaa5bb532dca5ccbdc65a3962bbf122b1a76,paragraph 61,paragraphs 63-63,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-priorities,96d50b5fd7ac379de8911e2e-answers-dbff53b22655-563d1beaa271,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,data/raw/policy_wisconsin_governor_2026/wi26-gov-priorities/dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614.html,dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614,2026-01-16,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-priorities,race-48b209f7fa641f4b280d,2026-08-11,Joel Brennan,opponent,priorities,first_governing_priorities,"For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","No matter what we do, the first thing we need to do is work on affordability. I think there are any number of ways in which we need to ensure, whether it’s on the issues of stable housing around the state, or whether it’s on the issues of health care, Medicaid expansion, which the governor has tried to do over the course of his eight years, hasn’t been able to do. Those are the types of things that can be done under — with a Democratic majority, and those are the types of things that I’d be eager to do right away.",07c5dfd1fcfad5e32379caf8a5dfdf275bb288d384389a2495eb37d7652eb10b,paragraph 61,paragraphs 67-67,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-priorities,99bb567d814c5f8e5c6ac6e7-answers-dbff53b22655-1269795aed55,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,data/raw/policy_wisconsin_governor_2026/wi26-gov-priorities/dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614.html,dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614,2026-01-16,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-priorities,race-48b209f7fa641f4b280d,2026-08-11,David Crowley,opponent,priorities,first_governing_priorities,"For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","Well, the first thing I want to sign is about, you know, how do we really tackle this affordability crisis. You know, I would love for us to focus on affordable and attainable housing in every corner of the state of Wisconsin. I would like for us to focus on fully funding our public schools, making sure that there are good paying jobs, no matter where they are in our state, and making sure that our young people are ready for the jobs of today and tomorrow.",027811ec263735afb1aa5dfb9af928d9d9f68255412585cb367d8d6848ba3c77,paragraph 61,paragraphs 65-65,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-priorities,0f529ea3fb167deb0106df8e-answers-dbff53b22655-75ff47e9b62d,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,data/raw/policy_wisconsin_governor_2026/wi26-gov-priorities/dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614.html,dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614,2026-01-16,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-priorities,race-48b209f7fa641f4b280d,2026-08-11,Kelda Roys,opponent,priorities,first_governing_priorities,"For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","For the first time in 16 years, you can legitimately say control of the Wisconsin Legislature is up for grabs in the next election, which means the incoming governor could actually pass their agenda. So we asked each candidate what the first bill would be that they want to sign into law. The most common answer had to do with dealing with the rising costs of everything.","Well, I want to sign a budget that raises wages for people, restores people’s rights, lowers costs on the biggest ticket items like health care and funds our public school system. Our kids have been getting shortchanged for a generation, and it’s not fair and it’s actually terrible for our economy. Big signature policy items that I’m interested in passing is opening up the state health insurance and the state pension systems to any person to be able to buy in.",b7945b1d7a65fc0cefc95dc57a48f8892afb9165d09035e36114b6d97f0deb57,paragraph 61,paragraphs 77-77,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-priorities,38b953f1b66a4179a678b9c2-answers-dbff53b22655-8c37e5e16a2a,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,https://pbswisconsin.org/watch/what-wisconsin-s-2026-governor-hopefuls-want-to-pursue-first/what-wisconsins-2026-governor-hopefuls-want-to-pursue-first-hjb4yp/,data/raw/policy_wisconsin_governor_2026/wi26-gov-priorities/dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614.html,dbff53b22655f4e96e264deaa2c1bf1276069d1f791a7ae5a9a84a9af057d614,2026-01-16,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-bipartisan,race-48b209f7fa641f4b280d,2026-08-11,Francesca Hong,endorsed,bipartisan,cross_party_governing,"With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","I’m incredibly proud to have passed the Asian American education legislation that was Republican led, where we had stakeholders from all across the state. A coalition that was multi-generational and multi-ethnic, where Republicans and I came together to make sure we delivered for working class families and what they were demanding.",40d54aae6a569f88fd7ae794fec7623d44c5793dfeab1f504fbbe2a076eb26ba,paragraph 61,paragraphs 63-63,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-bipartisan,06e5bfa68544d2c36aebfd5d-answers-cb5df6e7b009-563d1beaa271,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,data/raw/policy_wisconsin_governor_2026/wi26-gov-bipartisan/cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a.html,cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a,2026-01-21,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-bipartisan,race-48b209f7fa641f4b280d,2026-08-11,Mandela Barnes,opponent,bipartisan,cross_party_governing,"With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","Yeah, I mean, even out of office, I’ve been working with a bipartisan group on democracy reform because there are a lot of folks, sometimes both sides of the aisle who, you know, may make comments, may say certain things, or, you know, we’ve seen these issues, obviously, January 6th, but other instances where people call into question the integrity of elections and campaigns. And, you know, with a bipartisan group we’ve worked to instill more confidence in the electoral process.",7a766768e24695de6066b4b663f3bf1257b9ca6460880365dbaae5ccf8377466,paragraph 61,paragraphs 69-69,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-bipartisan,733a5565f4747d1d4e3f8642-answers-cb5df6e7b009-0c1ceffbc969,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,data/raw/policy_wisconsin_governor_2026/wi26-gov-bipartisan/cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a.html,cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a,2026-01-21,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-bipartisan,race-48b209f7fa641f4b280d,2026-08-11,Sara Rodriguez,opponent,bipartisan,cross_party_governing,"With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","So coming from a redder community, I’m used to having those types of conversations with Republicans. I represented a purple district. My strategy would be able to do things that have, you know, wild popular support in Wisconsin and be able to start with those types of things. So whether that is fully funding our public schools. We know that that’s something that people want to do within Wisconsin. We want to make sure that we’re going to be able to get some relief for healthcare across, across the finish line. I’m willing to work with anybody who’s going to make life better for Wisconsin.",88c5b32351107437a716538c35fda9b618b290be927f7128d52a6e91b91c3466,paragraph 61,paragraphs 79-79,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-bipartisan,6228d6eaf744246506a18f97-answers-cb5df6e7b009-a1252cc8ac5e,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,data/raw/policy_wisconsin_governor_2026/wi26-gov-bipartisan/cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a.html,cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a,2026-01-21,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-bipartisan,race-48b209f7fa641f4b280d,2026-08-11,Joel Brennan,opponent,bipartisan,cross_party_governing,"With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","Well, I think I’m somebody who over the course of 30 years has demonstrated that I am a relationship person first. It’s something that I have made a point of, and I have ensured that as I go throughout my career, I think I check my ideology at the door when I want to roll up my sleeves and get things done. It’s necessary to do in the nonprofit sector. It’s necessary to do in government.",cee1d8bd21600db91bbca86db523059dd3e8f0f75e5c798bd25c94b4a88b43fe,paragraph 61,paragraphs 75-75,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-bipartisan,19e5fca7de55cb32ef073adc-answers-cb5df6e7b009-1383d8547cdb,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,data/raw/policy_wisconsin_governor_2026/wi26-gov-bipartisan/cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a.html,cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a,2026-01-21,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
wi-governor-2026-bipartisan,race-48b209f7fa641f4b280d,2026-08-11,David Crowley,opponent,bipartisan,cross_party_governing,"With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","With a Democratic governor and a Republican Legislature, the last eight years in Wisconsin politics have been defined by gridlock and a lack of trust in the Capitol. And whether a Democrat or Republican wins the race for governor this fall, there’s a good chance the other party will control at least one chamber of the Legislature, meaning the next governor will need to know how to work across the aisle to pass a budget. We asked nine of the leading candidates for governor about their track record of bipartisanship.","You know, I spent seven years in the state Capitol. So, you know, having worked under both Governor Evers’ administration as well as Governor Walker’s administration, I’ve had to navigate these political landmines, if you will. And as the county executive of Milwaukee County, I’ve worked with the Republican-controlled Legislature not only to benefit Milwaukee, but every community across the state with the passage of Act 12, but continue to work across the aisle even in this most recent budget, where we’re going to receive reimbursements for our highway patrol, giving us the ability to invest in our public safety building, in our courtrooms to make sure that we can deliver justice for those who need it and take care of those who are in our care. And so I’m going to always show up and deliver for those that I represent. And I want communities all across the state to know I’m going to be a governor for everybody, not just one party.",c43ebd2b161159e678743daca313dc49caadddfda5e18fb8865bcf880c9c8dfd,paragraph 61,paragraphs 77-77,1,policy_or_campaign,shared_published_topic_round,,,,wi26-gov-bipartisan,ab17f90d4bd2524d90f4c022-answers-cb5df6e7b009-8c37e5e16a2a,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,https://pbswisconsin.org/watch/how-wisconsin-s-2026-governor-candidates-view-bipartisanship/how-wisconsins-2026-governor-candidates-view-bipartisanship-pw3vgb/,data/raw/policy_wisconsin_governor_2026/wi26-gov-bipartisan/cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a.html,cb5df6e7b009ec25cd71ee53d2dff34bf94f543b0516acb6efdb100973e0e64a,2026-01-21,,,,,pre_primary_supported,"Original publicly accessible PBS Wisconsin episode transcript with separately named speakers. Episode dates are printed in the retained page and agree with the publisher's VideoObject datePublished metadata. Empty unrelated JSON-LD blocks supply no evidence. Only the named candidate's own response is quoted; reporters, Republican candidates and Missy Hughes, who is outside the current tracked ballot field, are not silently attributed to these six candidates. Statements describe the interview period, not a guarantee of an unchanged platform or continued campaign activity at the primary. Statistics, legal descriptions and claimed records remain attributed speech, not independently verified findings.",assistant_source_review_not_independent_human_gold,complete_published_response_block_not_independent_stance_gold
